egp_name,n_sas,soma_horas_sas,soma_loc,categoria_predominante,pipeline_family,n_sas_sem_dup,soma_horas_sas_sem_dup,soma_loc_sem_dup,categoria_egp,score_ponderado_egp,categoria_egp_sem_dup,score_ponderado_egp_sem_dup
PAINEL_33_CAP,8,35.5,514,Trivial,PAINEL_33_CAP,7,34.14,459,Médio,3.2,Médio,3.0
PAINEL_33_CAP_V2,9,14.22,465,Trivial,PAINEL_33_CAP,1,4.53,115,Médio,2.75,Trivial,1.5
PAINEL_33_CAP_V2 - Copy,10,20.73,501,Trivial,PAINEL_33_CAP,2,11.04,151,Médio,3.0,Simples,2.1
PAINEL_33_CAP_V3,9,11.05,465,Trivial,PAINEL_33_CAP,0,0.0,0,Médio,2.75,Médio,
PAINEL_33_CAP_V4,9,11.05,465,Trivial,PAINEL_33_CAP,0,0.0,0,Médio,2.75,Médio,
PAINEL_33_V6,27,390.7,7663,Trivial,PAINEL_33,27,390.7,7663,Muito Complexo,4.8,Muito Complexo,4.8
PAINEL_33_V7,28,120.96000000000001,7694,Trivial,PAINEL_33,1,3.77,31,Muito Complexo,4.8,Trivial,1.35
PAINEL_50_VALIDACAO,4,11.0,105,Trivial,PAINEL_50_VALIDACAO,4,11.0,105,Trivial,1.6,Trivial,1.6
PAINEL_50_v10,60,262.5,6180,Trivial,PAINEL_50,60,262.5,6180,Muito Complexo,4.3,Muito Complexo,4.3
PAM - SUBIDA_CARGA_valida hora Razão,4,10.19,73,Trivial,PAM - SUBIDA_CARGA_valida hora Razão,3,9.29,63,Simples,1.8,Trivial,1.65
PAM_ESPECIAL_v1.9,6,13.73,104,Trivial,PAM_ESPECIAL_v1.9,6,13.73,104,Trivial,1.45,Trivial,1.45
PDD_Editoras_Colegios_V4,23,71.55,821,Trivial,PDD_Editoras_Colegios,23,71.55,821,Médio,3.0,Médio,3.0
PDD_RFOP_JUROS RENEGOCIADOS_SAP_2022,19,87.7,808,Trivial,PDD_RFOP_JUROS RENEGOCIADOS_SAP_2022,19,87.7,808,Complexo,3.65,Complexo,3.65
PEP - 202306,20,85.5,2716,Trivial,PEP - 202306,6,65.12,1568,Complexo,3.95,Complexo,3.5
PESQUISA_HISTORICO_CAMPANHA,2,5.01,51,Trivial,PESQUISA_HISTORICO_CAMPANHA,2,5.01,51,Trivial,1.0,Trivial,1.0
PESQUISA_HISTORICO_CAMPANHA (2),1,2.51,17,Trivial,PESQUISA_HISTORICO_CAMPANHA,1,2.51,17,Trivial,1.1,Trivial,1.1
PESQUISA_HISTORICO_CAMPANHA_GIULIANA,2,2.6,57,Trivial,PESQUISA_HISTORICO_CAMPANHA_GIULIANA,1,2.0,18,Trivial,1.0,Trivial,1.0
PMA_CAMPUS_v1,1,5.8,114,Trivial,PMA_CAMPUS,1,5.8,114,Trivial,1.75,Trivial,1.75
PMA_POLO_v1,1,5.8,115,Trivial,PMA_POLO,1,5.8,115,Trivial,1.75,Trivial,1.75
POWEB,21,41.07,2664,Trivial,POWEB,0,0.0,0,Complexo,3.9,Complexo,
POWEB (2),21,122.81,2664,Trivial,POWEB,18,116.77,2477,Complexo,3.9,Complexo,3.9
POWEB_v2,21,41.07,2664,Trivial,POWEB,0,0.0,0,Complexo,3.9,Complexo,
PRC_CD_CARTEIRA,3,12.58,364,Trivial,PRC_CD_CARTEIRA,3,12.58,364,Simples,1.95,Simples,1.95
PRG_BASE_A_REMATRICULAR_20150717,6,29.7,672,Trivial,PRG_BASE_A_REMATRICULAR,6,29.7,672,Médio,2.7,Médio,2.7
PRG_BASE_A_REMATRICULAR_20150908,9,41.949999999999996,341,Trivial,PRG_BASE_A_REMATRICULAR,9,41.949999999999996,341,Médio,3.05,Médio,3.05
PRG_BASE_A_REMATRICULAR_20150914,9,20.78,331,Trivial,PRG_BASE_A_REMATRICULAR,2,12.17,125,Médio,3.05,Simples,2.3
PRG_BASE_A_REMATRICULAR_20150922,9,16.0,223,Trivial,PRG_BASE_A_REMATRICULAR,3,8.29,44,Médio,2.7,Trivial,1.5
PRG_BASE_A_REMATRICULAR_20150928,9,18.77,248,Trivial,PRG_BASE_A_REMATRICULAR,3,11.06,47,Médio,3.0,Trivial,1.65
PRG_ENVIO_SMTP_20150914,6,23.92,186,Trivial,PRG_ENVIO_SMTP,6,23.92,186,Simples,2.35,Simples,2.35
PRG_ENVIO_SMTP_20150914a,7,12.04,80,Trivial,PRG_ENVIO_SMTP_20150914a,3,7.9799999999999995,61,Simples,1.8,Trivial,1.5
PRG_ENVIO_SMTP_20150921,7,11.74,79,Trivial,PRG_ENVIO_SMTP,2,6.779999999999999,12,Simples,1.8,Trivial,1.35
PRG_ENVIO_SMTP_20150924,7,14.61,91,Trivial,PRG_ENVIO_SMTP,3,10.55,24,Simples,1.8,Trivial,1.5
PRG_ENVIO_WINBACK_UNOPAR_20150817,4,11.25,68,Trivial,PRG_ENVIO_WINBACK_UNOPAR,4,11.25,68,Trivial,1.65,Trivial,1.65
PRG_ENVIO_WINBACK_UNOPAR_20150825,4,9.98,20,Trivial,PRG_ENVIO_WINBACK_UNOPAR,4,9.98,20,Trivial,1.35,Trivial,1.35
PRICE_VETERANOS_FF_LOTE_01,12,54.55,1604,Trivial,PRICE_VETERANOS_FF_LOTE_01,12,54.55,1604,Complexo,3.4,Complexo,3.4
PRICE_VETERANOS_LOTE_08,13,64.14,1718,Trivial,PRICE_VETERANOS_LOTE_08,13,64.14,1718,Complexo,3.65,Complexo,3.65
PRICE_VETERANOS_LOTE_09,13,22.39,1721,Trivial,PRICE_VETERANOS_LOTE_09,1,4.53,78,Complexo,3.65,Trivial,1.5
PRICE_VETERANOS_LOTE_JRD_01,7,37.71,1025,Trivial,PRICE_VETERANOS_LOTE_JRD_01,7,37.71,1025,Médio,3.1,Médio,3.1
PRICING_V10,5,19.88,411,Trivial,PRICING,5,19.88,411,Simples,2.4,Simples,2.4
PRICING_V11,5,8.43,424,Trivial,PRICING,1,3.01,18,Simples,2.4,Trivial,1.2
PRICING_V12,5,8.43,418,Trivial,PRICING,1,3.01,12,Simples,2.4,Trivial,1.2
PRICING_V13,3,4.74,197,Trivial,PRICING,1,3.01,42,Trivial,1.35,Trivial,1.2
PRICING_V14,5,20.33,939,Trivial,PRICING,3,18.6,784,Simples,2.55,Simples,2.55
PRICING_V15,6,24.1,983,Trivial,PRICING,4,22.37,828,Simples,2.55,Simples,2.55
PRICING_V18,6,8.44,983,Trivial,PRICING,0,0.0,0,Simples,2.55,Simples,
PRICING_V19,5,7.0,532,Trivial,PRICING,1,3.01,15,Trivial,1.65,Trivial,1.2
PRICING_V2,3,8.14,197,Trivial,PRICING,2,7.54,190,Trivial,1.5,Trivial,1.5
PRICING_V20,7,22.59,1098,Trivial,PRICING,3,18.6,581,Simples,2.55,Simples,2.3
PRICING_V21,6,8.44,983,Trivial,PRICING,0,0.0,0,Simples,2.55,Simples,
PRICING_V23,5,14.92,594,Trivial,PRICING,4,14.32,587,Trivial,1.65,Trivial,1.65
PRICING_V24,8,17.05,806,Trivial,PRICING,4,13.059999999999999,256,Trivial,1.7,Trivial,1.65
PRICING_V25,4,19.4,873,Trivial,PRICING,4,19.4,873,Simples,2.55,Simples,2.55
PRICING_V25_FULL,4,11.35,374,Trivial,PRICING_V25_FULL,4,11.35,374,Trivial,1.5,Trivial,1.5
PRICING_V25_LOTE FALSO FORMANDO 01,5,22.47,1041,Trivial,PRICING_V25_LOTE FALSO FORMANDO 01,4,21.87,1032,Simples,2.55,Simples,2.55
PRICING_V25_LOTE02,4,10.14,381,Trivial,PRICING_V25_LOTE02,3,9.54,372,Trivial,1.65,Trivial,1.65
PRICING_V25_LOTE03,4,15.19,848,Trivial,PRICING_V25_LOTE03,1,12.33,479,Simples,2.55,Simples,2.3
PRICING_V25_LOTE04,4,21.07,841,Trivial,PRICING_V25_LOTE04,4,21.07,841,Simples,2.55,Simples,2.55
PRICING_V25_LOTE05,4,20.47,852,Trivial,PRICING_V25_LOTE05,3,19.87,843,Simples,2.55,Simples,2.55
PRICING_V25_LOTE06,5,23.48,902,Trivial,PRICING_V25_LOTE06,4,22.88,893,Simples,2.55,Simples,2.55
PRICING_V25_LOTE07,4,20.47,883,Trivial,PRICING_V25_LOTE07,3,19.87,874,Simples,2.55,Simples,2.55
PRICING_V25_LOTE08,4,15.19,883,Trivial,PRICING_V25_LOTE08,1,12.33,482,Simples,2.55,Simples,2.3
PRICING_V25_LOTE09,4,20.47,883,Trivial,PRICING_V25_LOTE09,3,19.87,874,Simples,2.55,Simples,2.55
PRICING_V25_LOTE10,4,20.47,889,Trivial,PRICING_V25_LOTE10,3,19.87,880,Simples,2.55,Simples,2.55
PRICING_V25_LOTE11,5,17.69,1056,Trivial,PRICING_V25_LOTE11,2,14.83,655,Médio,2.7,Simples,2.3
PRICING_V25_LOTE11 TESTE,2,12.93,473,Simples,PRICING_V25_LOTE11 TESTE,1,12.33,464,Simples,2.3,Simples,2.3
PRICING_V25_LOTE12,5,9.64,546,Trivial,PRICING_V25_LOTE12,2,6.779999999999999,145,Trivial,1.65,Trivial,1.35
PRICING_V25_LOTE13,3,14.93,653,Trivial,PRICING_V25_LOTE13,2,14.33,644,Simples,2.3,Simples,2.3
PRICING_V25_LOTE14,3,14.93,653,Trivial,PRICING_V25_LOTE14,2,14.33,644,Simples,2.3,Simples,2.3
PRICING_V25_LOTE15,6,25.48,1167,Trivial,PRICING_V25_LOTE15,5,24.88,1158,Médio,2.7,Médio,2.7
PRICING_V25_LOTE_FF02,3,4.59,184,Trivial,PRICING_V25_LOTE_FF02,1,3.01,28,Trivial,1.25,Trivial,1.2
PRICING_V3,6,16.759999999999998,383,Trivial,PRICING,4,15.03,228,Simples,2.35,Simples,2.1
PRICING_V4,6,9.1,386,Trivial,PRICING,1,3.01,7,Simples,2.55,Trivial,1.2
PRICING_V5,7,10.51,405,Trivial,PRICING,1,3.52,19,Simples,2.55,Trivial,1.3
PRICING_V6,7,10.51,411,Trivial,PRICING,1,3.52,25,Simples,2.55,Trivial,1.3
PRICING_V7,7,11.52,429,Trivial,PRICING,1,4.53,43,Simples,2.55,Trivial,1.5
PRICING_V8,7,10.0,398,Trivial,PRICING,1,3.01,12,Simples,2.55,Trivial,1.2
PRICING_V9,7,10.0,396,Trivial,PRICING,1,3.01,10,Simples,2.55,Trivial,1.2
PRICING_v1.4,4,15.34,131,Trivial,PRICING_v1.4,4,15.34,131,Simples,2.05,Simples,2.05
PRICING_v1_4_2,5,38.04,626,Trivial,PRICING_v1_4_2,2,34.2,524,Médio,3.3,Médio,3.1
PRICING_v1_4_3,5,45.46,731,Trivial,PRICING_v1_4_3,2,41.620000000000005,629,Complexo,3.7,Complexo,3.5
PRICING_v1_4_4,14,46.6,1489,Trivial,PRICING_v1_4_4,10,33.4,860,Complexo,3.55,Simples,1.9
PRICING_v1_4_5,14,25.31,1508,Trivial,PRICING_v1_4_5,1,3.01,22,Complexo,3.55,Trivial,1.2
PRICING_v1_4_6,26,55.92999999999999,1623,Trivial,PRICING_v1_4_6,13,33.629999999999995,137,Complexo,3.55,Simples,1.85
PROCESSO_CR_OLMP_SIAE,10,64.56,1395,Simples,PROCESSO_CR_OLMP_SIAE,10,64.56,1395,Complexo,3.7,Complexo,3.7
PROCESSO_CR_OLMP_SIAE_V2,10,28.43,1398,Simples,PROCESSO_CR_OLMP_SIAE,1,12.96,151,Complexo,3.7,Simples,2.35
PROCESSO_CR_OLMP_SIAE_V3,11,36.21,1416,Trivial,PROCESSO_CR_OLMP_SIAE,4,26.05,600,Complexo,3.7,Médio,2.95
PROCESSO_CR_OLMP_SIAE_V4,10,28.84,1323,Trivial,PROCESSO_CR_OLMP_SIAE,3,18.68,507,Complexo,3.45,Médio,2.75
PROCESSO_CR_OLMP_SIAE_V5,8,41.34,1309,Simples,PROCESSO_CR_OLMP_SIAE,6,37.8,984,Complexo,3.45,Médio,3.1
PROCESSO_CR_OLMP_SIAE_V6,8,14.879999999999999,1309,Simples,PROCESSO_CR_OLMP_SIAE,0,0.0,0,Complexo,3.45,Complexo,
PROJECT_V1,6,7.98,381,Trivial,PROJECT,0,0.0,0,Médio,2.7,Médio,
PROJECT_V1 (10),6,26.64,379,Trivial,PROJECT,6,26.64,379,Médio,2.7,Médio,2.7
PROJECT_V1 (11),6,7.98,379,Trivial,PROJECT,0,0.0,0,Médio,2.7,Médio,
PROJECT_V1 (12),6,7.98,379,Trivial,PROJECT,0,0.0,0,Médio,2.7,Médio,
PROJECT_V1 (2),6,16.939999999999998,381,Trivial,PROJECT,3,12.79,175,Médio,2.7,Simples,1.9
PROJECT_V1 (3),6,7.98,381,Trivial,PROJECT,0,0.0,0,Médio,2.7,Médio,
PROJECT_V1 (4),6,7.98,381,Trivial,PROJECT,0,0.0,0,Médio,2.7,Médio,
PROJECT_V1 (5),6,7.98,381,Trivial,PROJECT,0,0.0,0,Médio,2.7,Médio,
PROJECT_V1 (6),6,7.98,381,Trivial,PROJECT,0,0.0,0,Médio,2.7,Médio,
PROJECT_V1 (7),6,7.98,379,Trivial,PROJECT,0,0.0,0,Médio,2.7,Médio,
PROJECT_V1 (8),6,7.98,379,Trivial,PROJECT,0,0.0,0,Médio,2.7,Médio,
PROJECT_V1 (9),6,7.98,379,Trivial,PROJECT,0,0.0,0,Médio,2.7,Médio,
PROJECT_V6M,6,7.98,391,Trivial,PROJECT_V6M,0,0.0,0,Médio,2.7,Médio,
PROJECT_V6M (2),6,18.55,391,Trivial,PROJECT_V6M,4,15.09,219,Médio,2.7,Simples,2.05
PROJECT_V6M (3),6,7.98,391,Trivial,PROJECT_V6M,0,0.0,0,Médio,2.7,Médio,
PROJECT_V6M (4),6,7.98,391,Trivial,PROJECT_V6M,0,0.0,0,Médio,2.7,Médio,
PROJECT_V6M (5),6,7.98,391,Trivial,PROJECT_V6M,0,0.0,0,Médio,2.7,Médio,
PROJECT_V6M (6),6,7.98,391,Trivial,PROJECT_V6M,0,0.0,0,Médio,2.7,Médio,
PROJETO,13,17.0,1045,Trivial,PROJETO,0,0.0,0,Médio,3.2,Médio,
PROJETO (2),13,54.61,1045,Trivial,PROJETO,12,53.71,1007,Médio,3.2,Médio,3.2
PROJETO DAILY - 202012,42,227.27,9312,Trivial,PROJETO DAILY - 202012,39,224.57,9309,Complexo,3.95,Complexo,3.95
PROJETO RESUMO 25.2 BASE,8,6.45,249,Trivial,PROJETO RESUMO 25.2 BASE,0,0.0,0,Trivial,1.7,Trivial,
PROJETO RESUMO 25.2 BASE (2),8,21.57,249,Trivial,PROJETO RESUMO 25.2 BASE,8,21.57,249,Trivial,1.7,Trivial,1.7
PROJETO RESUMO 25.2 CAP,10,8.41,463,Trivial,PROJETO RESUMO 25.2 CAP,0,0.0,0,Simples,1.8,Simples,
PROJETO RESUMO 25.2 CAP (2),10,12.99,463,Trivial,PROJETO RESUMO 25.2 CAP,2,6.54,214,Simples,1.8,Trivial,1.25
PROJETO RESUMO 25.2 CAP (3),10,10.7,457,Trivial,PROJETO RESUMO 25.2 CAP,1,3.27,101,Simples,1.8,Trivial,1.25
PROJETO RESUMO 25.2 CAP - PRINTS,11,12.440000000000001,690,Trivial,PROJETO RESUMO 25.2 CAP - PRINTS,1,4.03,227,Simples,2.1,Trivial,1.4
PROJETO_59_PTC,2,7.98,237,Médio,PROJETO_59_PTC,0,0.0,0,Médio,2.85,Médio,
PROJETO_59_PTC (2),2,26.6,237,Médio,PROJETO_59_PTC,2,26.6,237,Médio,2.85,Médio,2.85
PROJETO_59_PTC (3),2,7.98,237,Médio,PROJETO_59_PTC,0,0.0,0,Médio,2.85,Médio,
PROJETO_59_PTC (4),2,7.98,237,Médio,PROJETO_59_PTC,0,0.0,0,Médio,2.85,Médio,
PROJETO_AJUSTE_RECEITA_SAP_FINAL3,55,812.49,15463,Trivial,PROJETO_AJUSTE_RECEITA_SAP_FINAL3,55,812.49,15463,Complexo,4.1,Complexo,4.1
PROJETO_AJUSTE_RECEITA_SAP_FINAL4,364,5745.34,140983,Trivial,PROJETO_AJUSTE_RECEITA_SAP_FINAL4,297,5498.45,126052,Muito Complexo,4.5,Muito Complexo,4.5
PROJETO_AJUSTE_RECEITA_SAP_FINAL5,168,881.6700000000001,62938,Trivial,PROJETO_AJUSTE_RECEITA_SAP_FINAL5,1,11.7,316,Muito Complexo,4.25,Simples,2.25
PROJETO_AJUSTE_RECEITA_SAP_FINALT3,348,1819.8700000000001,133630,Trivial,PROJETO_AJUSTE_RECEITA_SAP_FINALT3,6,40.71,694,Muito Complexo,4.4,Médio,3.25
PROJETO_AJUSTE_RECEITA_SAP_FINALT5,353,1813.47,133846,Trivial,PROJETO_AJUSTE_RECEITA_SAP_FINALT5,5,22.1,216,Muito Complexo,4.5,Simples,2.2
PROJETO_AJUSTE_RECEITA_SAP_FINALT5_v2,388,1988.3,144424,Trivial,PROJETO_AJUSTE_RECEITA_SAP_FINALT5,1,46.33,1212,Muito Complexo,4.5,Complexo,3.5
PROJETO_AJUSTE_RECEITA_SAP_FINALT5_v2 - Copy,389,2316.69,143920,Trivial,PROJETO_AJUSTE_RECEITA_SAP_FINALT5,36,520.89,10248,Muito Complexo,4.5,Complexo,4.1
PROJETO_AJUSTE_RECEITA_SAP_FINALT5_v4,381,1967.03,142377,Trivial,PROJETO_AJUSTE_RECEITA_SAP_FINALT5,6,63.13,1428,Muito Complexo,4.5,Médio,3.35
PROJETO_ANALISE_COSMOS,8,9.47,88,Trivial,PROJETO_ANALISE_COSMOS,1,3.77,6,Trivial,1.7,Trivial,1.35
PROJETO_ANALISE_COSMOS (2),8,24.049999999999997,135,Trivial,PROJETO_ANALISE_COSMOS,8,24.049999999999997,135,Simples,2.05,Simples,2.05
PROJETO_BRIDGE_KROTON,3,21.59,176,Simples,PROJETO_BRIDGE_KROTON,3,21.59,176,Médio,2.65,Médio,2.65
PROJETO_BRIDGE_KROTON_V2,25,131.69,2468,Trivial,PROJETO_BRIDGE_KROTON,24,129.32,2380,Complexo,4.1,Complexo,4.1
PROJETO_BRIDGE_KROTON_V3,44,204.0,4210,Trivial,PROJETO_BRIDGE_KROTON,38,193.88,3700,Complexo,4.1,Complexo,4.1
PROJETO_CR_2022,3,2.7,38,Trivial,PROJETO_CR_2022,0,0.0,0,Trivial,1.2,Trivial,
PROJETO_CR_2022 V1,5,12.65,305,Trivial,PROJETO_CR_2022,4,11.75,297,Trivial,1.65,Trivial,1.65
PROJETO_CR_2022 V2,20,138.3,2788,Trivial,PROJETO_CR_2022,20,138.3,2788,Muito Complexo,4.25,Muito Complexo,4.25
PROJETO_CR_2022 V3,23,67.81,2388,Trivial,PROJETO_CR_2022,8,43.379999999999995,1051,Complexo,4.15,Complexo,3.45
PROJETO_CR_2022 V4,32,122.01,2780,Trivial,PROJETO_CR_2022,19,107.6,2054,Complexo,4.15,Complexo,4.15
PROJETO_CR_2022 V5,34,121.67999999999999,2991,Trivial,PROJETO_CR_2022,9,100.27,2157,Complexo,4.15,Complexo,4.15
PROJETO_CR_2022 V6,44,147.43,3226,Trivial,PROJETO_CR_2022,20,121.89999999999999,2044,Complexo,4.15,Complexo,4.15
PROJETO_GC_DOC_PENDENT,14,64.51,794,Trivial,PROJETO_GC_DOC_PENDENT,14,64.51,794,Médio,3.25,Médio,3.25
PROJETO_PDD_SAP_v4,46,169.98999999999998,2891,Trivial,PROJETO_PDD_SAP,46,169.98999999999998,2891,Complexo,4.15,Complexo,4.15
PROJETO_SAS,4,6.71,384,Trivial,PROJETO_SAS,0,0.0,0,Médio,2.85,Médio,
PROJETO_SAS_1,6,27.869999999999997,820,Trivial,PROJETO_SAS_1,1,20.56,423,Complexo,3.55,Médio,2.75
PROJETO_SAS_2,6,13.48,820,Trivial,PROJETO_SAS_2,0,0.0,0,Complexo,3.55,Complexo,
PROJETO_SAS_3,6,14.88,820,Trivial,PROJETO_SAS_3,1,2.0,13,Complexo,3.55,Trivial,1.0
PROJETO_SAS_4,10,18.12,973,Trivial,PROJETO_SAS_4,0,0.0,0,Complexo,3.55,Complexo,
PROJEÇÃO PAGANTE,5,27.619999999999997,804,Trivial,PROJEÇÃO PAGANTE,5,27.619999999999997,804,Simples,2.55,Simples,2.55
PROJEÇÃO_EAD_SEMESTRE_1 _2021,19,70.44,1149,Trivial,PROJEÇÃO_EAD_SEMESTRE_1 _2021,19,70.44,1149,Médio,3.0,Médio,3.0
PTC_EJA_Modelo,7,29.950000000000003,416,Trivial,PTC_EJA_Modelo,7,29.950000000000003,416,Médio,2.8,Médio,2.8
PTC_EJA_v01,4,25.0,561,Trivial,PTC_EJA,3,24.02,487,Médio,2.9,Médio,2.8
PTC_EJA_v01 (2),4,27.29,562,Trivial,PTC_EJA,4,27.29,562,Médio,2.9,Médio,2.9
PTC_EJA_v012,1,12.33,253,Simples,PTC_EJA,1,12.33,253,Simples,2.3,Simples,2.3
PTC_EJA_v01A,5,20.770000000000003,444,Trivial,PTC_EJA_v01A,4,19.790000000000003,370,Médio,2.8,Médio,2.7
PTC_EJA_v02,4,8.629999999999999,260,Trivial,PTC_EJA,2,6.49,83,Simples,2.05,Trivial,1.65
PTC_ENGAJAMENTO_v01,12,26.810000000000002,1024,Trivial,PTC_ENGAJAMENTO,5,16.07,429,Médio,3.2,Trivial,1.55
PTC_ENGAJAMENTO_v01 (2),12,58.41,1200,Trivial,PTC_ENGAJAMENTO,12,58.41,1200,Médio,3.2,Médio,3.2
PTC_ENGAJAMENTO_v02,12,39.13,1280,Trivial,PTC_ENGAJAMENTO,6,29.67,753,Médio,3.35,Médio,2.9
PTC_ENGAJAMENTO_v03,10,28.86,1640,Trivial,PTC_ENGAJAMENTO,3,14.1,235,Complexo,3.65,Simples,2.3
PTC_ENGAJAMENTO_v03 (2),10,60.81,1629,Trivial,PTC_ENGAJAMENTO,9,59.75,1561,Complexo,3.65,Médio,3.35
PTC_ENGAJAMENTO_v03 (3),13,38.74,1300,Trivial,PTC_ENGAJAMENTO,8,30.69,849,Médio,3.2,Médio,2.85
PTC_ENGAJAMENTO_v03_SAS,11,28.06,1370,Trivial,PTC_ENGAJAMENTO_v03_SAS,3,15.06,237,Médio,3.2,Simples,2.35
PTC_ENGAJAMENTO_v03_VM_041024,11,36.55,1078,Trivial,PTC_ENGAJAMENTO_v03_VM,6,31.11,426,Médio,3.2,Médio,2.8
PTC_ENGAJAMENTO_v03_deleta_arquivos,14,32.21,1530,Trivial,PTC_ENGAJAMENTO_v03_deleta_arquivos,4,16.56,233,Médio,3.35,Simples,2.3
PTC_ENGAJAMENTO_v04,10,22.14,1525,Trivial,PTC_ENGAJAMENTO,1,5.54,52,Complexo,3.5,Trivial,1.6
PTC_ENGAJAMENTO_v04 (2),13,29.8,1317,Trivial,PTC_ENGAJAMENTO,2,16.35,309,Médio,3.2,Simples,2.35
PTC_ENGAJAMENTO_v04_SAS_031024,14,31.46,1536,Trivial,PTC_ENGAJAMENTO_v04_SAS,3,14.76,297,Complexo,3.5,Simples,2.4
PTC_ENGAJAMENTO_v04_VM,14,42.910000000000004,1604,Trivial,PTC_ENGAJAMENTO_v04_VM,4,29.67,533,Complexo,3.5,Médio,2.8
PTC_ENGAJAMENTO_v04_deleta_arquivos,11,24.82,1320,Trivial,PTC_ENGAJAMENTO_v04_deleta_arquivos,3,10.3,127,Médio,3.05,Trivial,1.55
PTC_ORIGINAL_PIVOTAGEM_DELETA_v05,10,61.26,1283,Trivial,PTC_ORIGINAL_PIVOTAGEM_DELETA,10,61.26,1283,Médio,3.35,Médio,3.35
PTC_ORIGINAL_v01,6,7.21,221,Trivial,PTC_ORIGINAL,0,0.0,0,Simples,2.35,Simples,
PTC_ORIGINAL_v02,9,41.82,872,Trivial,PTC_ORIGINAL,8,38.31,651,Médio,3.2,Médio,2.9
PTC_ORIGINAL_v03,10,44.64,892,Trivial,PTC_ORIGINAL,9,43.31,833,Médio,2.95,Médio,2.95
PTC_ORIGINAL_v033_salvo,13,27.509999999999998,852,Trivial,PTC_ORIGINAL_v033_salvo,6,16.049999999999997,274,Médio,2.85,Trivial,1.3
PTC_ORIGINAL_v03B,9,38.620000000000005,1119,Trivial,PTC_ORIGINAL_v03B,6,32.68,754,Médio,3.05,Médio,2.8
PTC_ORIGINAL_v03C,9,38.54,999,Trivial,PTC_ORIGINAL_v03C,4,32.02,671,Médio,3.05,Médio,2.65
PTC_ORIGINAL_v03_corrigido,9,13.11,602,Trivial,PTC_ORIGINAL_v03_corrigido,0,0.0,0,Médio,2.65,Médio,
PTC_ORIGINAL_v03_salvo,12,15.44,772,Trivial,PTC_ORIGINAL_v03_salvo,0,0.0,0,Médio,2.7,Médio,
PTC_ORIGINAL_v04,11,28.75,1163,Trivial,PTC_ORIGINAL,4,16.35,436,Médio,3.35,Simples,2.25
PTC_ORIGINAL_v04 - Copia,9,17.71,689,Trivial,PTC_ORIGINAL,1,4.03,25,Médio,2.65,Trivial,1.4
PTC_ORIGINAL_v04copia,9,18.06,658,Trivial,PTC_ORIGINAL,1,3.77,7,Médio,2.8,Trivial,1.35
PTC_ORIGINAL_v05,11,17.3,1163,Trivial,PTC_ORIGINAL,0,0.0,0,Médio,3.35,Médio,
PTC_ORIGINAL_v055,10,34.71,708,Trivial,PTC_ORIGINAL,7,30.91,514,Médio,2.8,Médio,2.65
PTK_REG_AVISO_PROVA_DISPONIVEL,5,12.65,144,Trivial,PTK_REG_AVISO_PROVA_DISPONIVEL,4,12.05,105,Trivial,1.7,Simples,1.8
Painel_231,4,32.04,1295,Simples,Painel_231,4,32.04,1295,Médio,2.95,Médio,2.95
Painel_47,43,126.96000000000001,2054,Trivial,Painel_47,43,126.96000000000001,2054,Complexo,4.1,Complexo,4.1
Painel_47_v2,57,82.61,2949,Trivial,Painel_47,8,37.97,713,Muito Complexo,4.25,Médio,3.05
Painel_Adobe_Conversoes_2026_v01,1,9.8,171,Simples,Painel_Adobe_Conversoes_2026,1,9.8,171,Simples,2.1,Simples,2.1
Painel_CD_PL_Receita_Capex_Solicitar_Aprovação,1,12.96,150,Simples,Painel_CD_PL_Receita_Capex_Solicitar_Aprovação,1,12.96,150,Simples,2.35,Simples,2.35
Painel_CD_PL_Receita_Capex_Solicitar_Aprovação - 2021-02-10,1,12.96,167,Simples,Painel_CD_PL_Receita_Capex_Solicitar_Aprovação - 2021-02-10,1,12.96,167,Simples,2.35,Simples,2.35
Painel_CD_PL_Receita_Capex_Solicitar_Aprovação - 2021-06-15,1,12.96,152,Simples,Painel_CD_PL_Receita_Capex_Solicitar_Aprovação - 2021-06-15,1,12.96,152,Simples,2.35,Simples,2.35
Painel_COI,4,15.6,395,Trivial,Painel_COI,4,15.6,395,Simples,2.4,Simples,2.4
Painel_COI_2026_vf042026,2,5.01,9,Trivial,Painel_COI_2026_vf042026,2,5.01,9,Trivial,1.0,Trivial,1.0
Painel_COI_2026_vf042026 (2),2,13.07,312,Simples,Painel_COI_2026_vf042026,2,13.07,312,Simples,2.25,Simples,2.25
Painel_COI_251_2ª,9,63.79,3787,Simples,Painel_COI_251_2ª,5,56.3,3269,Médio,3.35,Médio,3.05
Painel_COI_251_3ª_a_6ª,7,23.35,3739,Simples,Painel_COI_251_3ª_a_6ª,1,2.51,25,Médio,3.2,Trivial,1.1
Painel_COI_v1,1,1.59,120,Trivial,Painel_COI,0,0.0,0,Trivial,1.65,Trivial,
Painel_COI_v1 (2),1,5.29,120,Trivial,Painel_COI,1,5.29,120,Trivial,1.65,Trivial,1.65
Painel_COI_v2,1,1.59,120,Trivial,Painel_COI,0,0.0,0,Trivial,1.65,Trivial,
Painel_COI_v2 (2),2,7.8,142,Trivial,Painel_COI,2,7.8,142,Trivial,1.65,Trivial,1.65
Painel_COI_v3,3,16.1,312,Trivial,Painel_COI,3,16.1,312,Simples,2.25,Simples,2.25
